image_path,name,kind,city,OSM,WikiData
data\EKB\Музей плодового садоводства Среднего Урала_11.jpg,Музей плодового садоводства Среднего Урала,"cultural,museums,interesting_places,history_museums",Екатеринбург,node/2587522630,Q55231875
data\EKB\Музей плодового садоводства Среднего Урала_12.jpg,Музей плодового садоводства Среднего Урала,"cultural,museums,interesting_places,history_museums",Екатеринбург,node/2587522630,Q55231875
data\EKB\Музей плодового садоводства Среднего Урала_13.jpg,Музей плодового садоводства Среднего Урала,"cultural,museums,interesting_places,history_museums",Екатеринбург,node/2587522630,Q55231875
data\EKB\Музей плодового садоводства Среднего Урала_14.jpg,Музей плодового садоводства Среднего Урала,"cultural,museums,interesting_places,history_museums",Екатеринбург,node/2587522630,Q55231875
data\EKB\Музей плодового садоводства Среднего Урала_15.jpg,Музей плодового садоводства Среднего Урала,"cultural,museums,interesting_places,history_museums",Екатеринбург,node/2587522630,Q55231875
data\EKB\Музей плодового садоводства Среднего Урала_16.jpg,Музей плодового садоводства Среднего Урала,"cultural,museums,interesting_places,history_museums",Екатеринбург,node/2587522630,Q55231875
data\EKB\Музей плодового садоводства Среднего Урала_17.jpg,Музей плодового садоводства Среднего Урала,"cultural,museums,interesting_places,history_museums",Екатеринбург,node/2587522630,Q55231875
data\EKB\Музей плодового садоводства Среднего Урала_18.jpg,Музей плодового садоводства Среднего Урала,"cultural,museums,interesting_places,history_museums",Екатеринбург,node/2587522630,Q55231875
data\EKB\Музей плодового садоводства Среднего Урала_2.jpg,Музей плодового садоводства Среднего Урала,"cultural,museums,interesting_places,history_museums",Екатеринбург,node/2587522630,Q55231875
data\EKB\Музей плодового садоводства Среднего Урала_20.jpg,Музей плодового садоводства Среднего Урала,"cultural,museums,interesting_places,history_museums",Екатеринбург,node/2587522630,Q55231875
data\EKB\Музей плодового садоводства Среднего Урала_21.jpg,Музей плодового садоводства Среднего Урала,"cultural,museums,interesting_places,history_museums",Екатеринбург,node/2587522630,Q55231875
data\EKB\Музей плодового садоводства Среднего Урала_22.jpg,Музей плодового садоводства Среднего Урала,"cultural,museums,interesting_places,history_museums",Екатеринбург,node/2587522630,Q55231875
data\EKB\Музей плодового садоводства Среднего Урала_23.jpg,Музей плодового садоводства Среднего Урала,"cultural,museums,interesting_places,history_museums",Екатеринбург,node/2587522630,Q55231875
data\EKB\Музей плодового садоводства Среднего Урала_24.jpg,Музей плодового садоводства Среднего Урала,"cultural,museums,interesting_places,history_museums",Екатеринбург,node/2587522630,Q55231875
data\EKB\Музей плодового садоводства Среднего Урала_25.jpg,Музей плодового садоводства Среднего Урала,"cultural,museums,interesting_places,history_museums",Екатеринбург,node/2587522630,Q55231875
data\EKB\Музей плодового садоводства Среднего Урала_26.jpg,Музей плодового садоводства Среднего Урала,"cultural,museums,interesting_places,history_museums",Екатеринбург,node/2587522630,Q55231875
data\EKB\Музей плодового садоводства Среднего Урала_27.jpg,Музей плодового садоводства Среднего Урала,"cultural,museums,interesting_places,history_museums",Екатеринбург,node/2587522630,Q55231875
data\EKB\Музей плодового садоводства Среднего Урала_28.jpg,Музей плодового садоводства Среднего Урала,"cultural,museums,interesting_places,history_museums",Екатеринбург,node/2587522630,Q55231875
data\EKB\Музей плодового садоводства Среднего Урала_3.jpg,Музей плодового садоводства Среднего Урала,"cultural,museums,interesting_places,history_museums",Екатеринбург,node/2587522630,Q55231875
data\EKB\Музей плодового садоводства Среднего Урала_5.jpg,Музей плодового садоводства Среднего Урала,"cultural,museums,interesting_places,history_museums",Екатеринбург,node/2587522630,Q55231875
data\EKB\Музей плодового садоводства Среднего Урала_6.jpg,Музей плодового садоводства Среднего Урала,"cultural,museums,interesting_places,history_museums",Екатеринбург,node/2587522630,Q55231875
data\EKB\Музей плодового садоводства Среднего Урала_8.jpg,Музей плодового садоводства Среднего Урала,"cultural,museums,interesting_places,history_museums",Екатеринбург,node/2587522630,Q55231875
data\EKB\Н. И. Кузнецову_1.jpg,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,node/1779665538,Q107538882
data\EKB\Н. И. Кузнецову_10.jpg,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,node/1779665538,Q107538882
data\EKB\Н. И. Кузнецову_11.jpg,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,node/1779665538,Q107538882
data\EKB\Н. И. Кузнецову_12.jpg,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,node/1779665538,Q107538882
data\EKB\Н. И. Кузнецову_13.jpg,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,node/1779665538,Q107538882
data\EKB\Н. И. Кузнецову_14.jpg,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,node/1779665538,Q107538882
data\EKB\Н. И. Кузнецову_15.jpg,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,node/1779665538,Q107538882
data\EKB\Н. И. Кузнецову_16.jpg,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,node/1779665538,Q107538882
data\EKB\Н. И. Кузнецову_17.jpg,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,node/1779665538,Q107538882
data\EKB\Н. И. Кузнецову_19.jpg,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,node/1779665538,Q107538882
data\EKB\Н. И. Кузнецову_2.jpg,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,node/1779665538,Q107538882
data\EKB\Н. И. Кузнецову_20.jpg,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,node/1779665538,Q107538882
data\EKB\Н. И. Кузнецову_22.jpg,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,node/1779665538,Q107538882
data\EKB\Н. И. Кузнецову_23.jpg,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,node/1779665538,Q107538882
data\EKB\Н. И. Кузнецову_24.jpg,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,node/1779665538,Q107538882
data\EKB\Н. И. Кузнецову_25.jpg,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,node/1779665538,Q107538882
data\EKB\Н. И. Кузнецову_27.jpg,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,node/1779665538,Q107538882
data\EKB\Н. И. Кузнецову_3.jpg,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,node/1779665538,Q107538882
data\EKB\Н. И. Кузнецову_4.jpg,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,node/1779665538,Q107538882
data\EKB\Н. И. Кузнецову_5.jpg,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,node/1779665538,Q107538882
data\EKB\Н. И. Кузнецову_7.jpg,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,node/1779665538,Q107538882
data\EKB\Н. И. Кузнецову_8.jpg,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,node/1779665538,Q107538882
data\EKB\Н. И. Кузнецову_9.jpg,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,node/1779665538,Q107538882
data\EKB\Ново-Тихвинский монастырь_1.jpg,Ново-Тихвинский монастырь,"religion,monasteries,interesting_places",Екатеринбург,relation/3464822,Q4322970
data\EKB\Ново-Тихвинский монастырь_11.jpg,Ново-Тихвинский монастырь,"religion,monasteries,interesting_places",Екатеринбург,relation/3464822,Q4322970
data\EKB\Ново-Тихвинский монастырь_12.jpg,Ново-Тихвинский монастырь,"religion,monasteries,interesting_places",Екатеринбург,relation/3464822,Q4322970
data\EKB\Ново-Тихвинский монастырь_13.jpg,Ново-Тихвинский монастырь,"religion,monasteries,interesting_places",Екатеринбург,relation/3464822,Q4322970
data\EKB\Ново-Тихвинский монастырь_14.jpg,Ново-Тихвинский монастырь,"religion,monasteries,interesting_places",Екатеринбург,relation/3464822,Q4322970
data\EKB\Ново-Тихвинский монастырь_16.jpg,Ново-Тихвинский монастырь,"religion,monasteries,interesting_places",Екатеринбург,relation/3464822,Q4322970
data\EKB\Ново-Тихвинский монастырь_18.jpg,Ново-Тихвинский монастырь,"religion,monasteries,interesting_places",Екатеринбург,relation/3464822,Q4322970
data\EKB\Ново-Тихвинский монастырь_2.jpg,Ново-Тихвинский монастырь,"religion,monasteries,interesting_places",Екатеринбург,relation/3464822,Q4322970
data\EKB\Ново-Тихвинский монастырь_20.jpg,Ново-Тихвинский монастырь,"religion,monasteries,interesting_places",Екатеринбург,relation/3464822,Q4322970
data\EKB\Ново-Тихвинский монастырь_21.jpg,Ново-Тихвинский монастырь,"religion,monasteries,interesting_places",Екатеринбург,relation/3464822,Q4322970
data\EKB\Ново-Тихвинский монастырь_22.jpg,Ново-Тихвинский монастырь,"religion,monasteries,interesting_places",Екатеринбург,relation/3464822,Q4322970
data\EKB\Ново-Тихвинский монастырь_23.jpg,Ново-Тихвинский монастырь,"religion,monasteries,interesting_places",Екатеринбург,relation/3464822,Q4322970
data\EKB\Ново-Тихвинский монастырь_24.jpg,Ново-Тихвинский монастырь,"religion,monasteries,interesting_places",Екатеринбург,relation/3464822,Q4322970
data\EKB\Ново-Тихвинский монастырь_25.jpg,Ново-Тихвинский монастырь,"religion,monasteries,interesting_places",Екатеринбург,relation/3464822,Q4322970
data\EKB\Ново-Тихвинский монастырь_26.jpg,Ново-Тихвинский монастырь,"religion,monasteries,interesting_places",Екатеринбург,relation/3464822,Q4322970
data\EKB\Ново-Тихвинский монастырь_27.jpg,Ново-Тихвинский монастырь,"religion,monasteries,interesting_places",Екатеринбург,relation/3464822,Q4322970
data\EKB\Ново-Тихвинский монастырь_28.jpg,Ново-Тихвинский монастырь,"religion,monasteries,interesting_places",Екатеринбург,relation/3464822,Q4322970
data\EKB\Ново-Тихвинский монастырь_3.jpg,Ново-Тихвинский монастырь,"religion,monasteries,interesting_places",Екатеринбург,relation/3464822,Q4322970
data\EKB\Ново-Тихвинский монастырь_5.jpg,Ново-Тихвинский монастырь,"religion,monasteries,interesting_places",Екатеринбург,relation/3464822,Q4322970
data\EKB\Ново-Тихвинский монастырь_6.jpg,Ново-Тихвинский монастырь,"religion,monasteries,interesting_places",Екатеринбург,relation/3464822,Q4322970
data\EKB\Ново-Тихвинский монастырь_7.jpg,Ново-Тихвинский монастырь,"religion,monasteries,interesting_places",Екатеринбург,relation/3464822,Q4322970
data\EKB\Ново-Тихвинский монастырь_8.jpg,Ново-Тихвинский монастырь,"religion,monasteries,interesting_places",Екатеринбург,relation/3464822,Q4322970
data\EKB\Памятник Я.М. Свердлову_1.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_10.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_11.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_12.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_13.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_14.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_15.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_17.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_18.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_19.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_2.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_20.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_21.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_22.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_24.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_26.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_27.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_28.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_29.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_3.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_31.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_32.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_33.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_34.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_36.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_37.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_38.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_39.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_4.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_42.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_44.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_47.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_48.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_5.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_51.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_52.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_54.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_55.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_6.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_8.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Памятник Я.М. Свердлову_9.jpg,Памятник Я.М. Свердлову,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,node/454103127,Q11823227
data\EKB\Площадь 1-й Пятилетки_1.jpg,Площадь 1-й Пятилетки,"cultural,urban_environment,interesting_places,squares",Екатеринбург,,Q4365466
data\EKB\Площадь 1-й Пятилетки_11.jpg,Площадь 1-й Пятилетки,"cultural,urban_environment,interesting_places,squares",Екатеринбург,,Q4365466
data\EKB\Площадь 1-й Пятилетки_15.jpg,Площадь 1-й Пятилетки,"cultural,urban_environment,interesting_places,squares",Екатеринбург,,Q4365466
data\EKB\Площадь 1-й Пятилетки_16.jpg,Площадь 1-й Пятилетки,"cultural,urban_environment,interesting_places,squares",Екатеринбург,,Q4365466
data\EKB\Площадь 1-й Пятилетки_17.jpg,Площадь 1-й Пятилетки,"cultural,urban_environment,interesting_places,squares",Екатеринбург,,Q4365466
data\EKB\Площадь 1-й Пятилетки_19.jpg,Площадь 1-й Пятилетки,"cultural,urban_environment,interesting_places,squares",Екатеринбург,,Q4365466
data\EKB\Площадь 1-й Пятилетки_2.jpg,Площадь 1-й Пятилетки,"cultural,urban_environment,interesting_places,squares",Екатеринбург,,Q4365466
data\EKB\Площадь 1-й Пятилетки_20.jpg,Площадь 1-й Пятилетки,"cultural,urban_environment,interesting_places,squares",Екатеринбург,,Q4365466
data\EKB\Площадь 1-й Пятилетки_24.jpg,Площадь 1-й Пятилетки,"cultural,urban_environment,interesting_places,squares",Екатеринбург,,Q4365466
data\EKB\Площадь 1-й Пятилетки_3.jpg,Площадь 1-й Пятилетки,"cultural,urban_environment,interesting_places,squares",Екатеринбург,,Q4365466
data\EKB\Площадь 1-й Пятилетки_4.jpg,Площадь 1-й Пятилетки,"cultural,urban_environment,interesting_places,squares",Екатеринбург,,Q4365466
data\EKB\Площадь 1-й Пятилетки_5.jpg,Площадь 1-й Пятилетки,"cultural,urban_environment,interesting_places,squares",Екатеринбург,,Q4365466
data\EKB\Площадь 1-й Пятилетки_7.jpg,Площадь 1-й Пятилетки,"cultural,urban_environment,interesting_places,squares",Екатеринбург,,Q4365466
data\EKB\Площадь 1905 года_1.jpg,Площадь 1905 года,"urban_environment,cultural,interesting_places,squares",Екатеринбург,way/47807305,Q2837740
data\EKB\Площадь 1905 года_13.jpg,Площадь 1905 года,"urban_environment,cultural,interesting_places,squares",Екатеринбург,way/47807305,Q2837740
data\EKB\Площадь 1905 года_14.jpg,Площадь 1905 года,"urban_environment,cultural,interesting_places,squares",Екатеринбург,way/47807305,Q2837740
data\EKB\Площадь 1905 года_15.jpg,Площадь 1905 года,"urban_environment,cultural,interesting_places,squares",Екатеринбург,way/47807305,Q2837740
data\EKB\Площадь 1905 года_17.jpg,Площадь 1905 года,"urban_environment,cultural,interesting_places,squares",Екатеринбург,way/47807305,Q2837740
data\EKB\Площадь 1905 года_18.jpg,Площадь 1905 года,"urban_environment,cultural,interesting_places,squares",Екатеринбург,way/47807305,Q2837740
data\EKB\Площадь 1905 года_2.jpg,Площадь 1905 года,"urban_environment,cultural,interesting_places,squares",Екатеринбург,way/47807305,Q2837740
data\EKB\Площадь 1905 года_3.jpg,Площадь 1905 года,"urban_environment,cultural,interesting_places,squares",Екатеринбург,way/47807305,Q2837740
data\EKB\Площадь 1905 года_32.jpg,Площадь 1905 года,"urban_environment,cultural,interesting_places,squares",Екатеринбург,way/47807305,Q2837740
data\EKB\Площадь 1905 года_33.jpg,Площадь 1905 года,"urban_environment,cultural,interesting_places,squares",Екатеринбург,way/47807305,Q2837740
data\EKB\Площадь 1905 года_35.jpg,Площадь 1905 года,"urban_environment,cultural,interesting_places,squares",Екатеринбург,way/47807305,Q2837740
data\EKB\Площадь 1905 года_36.jpg,Площадь 1905 года,"urban_environment,cultural,interesting_places,squares",Екатеринбург,way/47807305,Q2837740
data\EKB\Площадь 1905 года_37.jpg,Площадь 1905 года,"urban_environment,cultural,interesting_places,squares",Екатеринбург,way/47807305,Q2837740
data\EKB\Площадь 1905 года_4.jpg,Площадь 1905 года,"urban_environment,cultural,interesting_places,squares",Екатеринбург,way/47807305,Q2837740
data\EKB\Площадь 1905 года_40.jpg,Площадь 1905 года,"urban_environment,cultural,interesting_places,squares",Екатеринбург,way/47807305,Q2837740
data\EKB\Площадь 1905 года_41.jpg,Площадь 1905 года,"urban_environment,cultural,interesting_places,squares",Екатеринбург,way/47807305,Q2837740
data\EKB\Площадь 1905 года_6.jpg,Площадь 1905 года,"urban_environment,cultural,interesting_places,squares",Екатеринбург,way/47807305,Q2837740
data\EKB\Площадь 1905 года_7.jpg,Площадь 1905 года,"urban_environment,cultural,interesting_places,squares",Екатеринбург,way/47807305,Q2837740
data\EKB\Площадь 1905 года_8.jpg,Площадь 1905 года,"urban_environment,cultural,interesting_places,squares",Екатеринбург,way/47807305,Q2837740
data\EKB\Преображенская церковь на Уктусе_1.jpg,Преображенская церковь на Уктусе,"religion,churches,interesting_places,eastern_orthodox_churches",Екатеринбург,way/128158539,Q3935233
data\EKB\Преображенская церковь на Уктусе_10.jpg,Преображенская церковь на Уктусе,"religion,churches,interesting_places,eastern_orthodox_churches",Екатеринбург,way/128158539,Q3935233
data\EKB\Преображенская церковь на Уктусе_11.jpg,Преображенская церковь на Уктусе,"religion,churches,interesting_places,eastern_orthodox_churches",Екатеринбург,way/128158539,Q3935233
data\EKB\Преображенская церковь на Уктусе_12.jpg,Преображенская церковь на Уктусе,"religion,churches,interesting_places,eastern_orthodox_churches",Екатеринбург,way/128158539,Q3935233
data\EKB\Преображенская церковь на Уктусе_13.jpg,Преображенская церковь на Уктусе,"religion,churches,interesting_places,eastern_orthodox_churches",Екатеринбург,way/128158539,Q3935233
data\EKB\Преображенская церковь на Уктусе_14.jpg,Преображенская церковь на Уктусе,"religion,churches,interesting_places,eastern_orthodox_churches",Екатеринбург,way/128158539,Q3935233
data\EKB\Преображенская церковь на Уктусе_15.jpg,Преображенская церковь на Уктусе,"religion,churches,interesting_places,eastern_orthodox_churches",Екатеринбург,way/128158539,Q3935233
data\EKB\Преображенская церковь на Уктусе_17.jpg,Преображенская церковь на Уктусе,"religion,churches,interesting_places,eastern_orthodox_churches",Екатеринбург,way/128158539,Q3935233
data\EKB\Преображенская церковь на Уктусе_18.jpg,Преображенская церковь на Уктусе,"religion,churches,interesting_places,eastern_orthodox_churches",Екатеринбург,way/128158539,Q3935233
data\EKB\Преображенская церковь на Уктусе_19.jpg,Преображенская церковь на Уктусе,"religion,churches,interesting_places,eastern_orthodox_churches",Екатеринбург,way/128158539,Q3935233
data\EKB\Преображенская церковь на Уктусе_2.jpg,Преображенская церковь на Уктусе,"religion,churches,interesting_places,eastern_orthodox_churches",Екатеринбург,way/128158539,Q3935233
data\EKB\Преображенская церковь на Уктусе_20.jpg,Преображенская церковь на Уктусе,"religion,churches,interesting_places,eastern_orthodox_churches",Екатеринбург,way/128158539,Q3935233
data\EKB\Преображенская церковь на Уктусе_21.jpg,Преображенская церковь на Уктусе,"religion,churches,interesting_places,eastern_orthodox_churches",Екатеринбург,way/128158539,Q3935233
data\EKB\Преображенская церковь на Уктусе_22.jpg,Преображенская церковь на Уктусе,"religion,churches,interesting_places,eastern_orthodox_churches",Екатеринбург,way/128158539,Q3935233
data\EKB\Преображенская церковь на Уктусе_24.jpg,Преображенская церковь на Уктусе,"religion,churches,interesting_places,eastern_orthodox_churches",Екатеринбург,way/128158539,Q3935233
data\EKB\Преображенская церковь на Уктусе_25.jpg,Преображенская церковь на Уктусе,"religion,churches,interesting_places,eastern_orthodox_churches",Екатеринбург,way/128158539,Q3935233
data\EKB\Преображенская церковь на Уктусе_26.jpg,Преображенская церковь на Уктусе,"religion,churches,interesting_places,eastern_orthodox_churches",Екатеринбург,way/128158539,Q3935233
data\EKB\Преображенская церковь на Уктусе_27.jpg,Преображенская церковь на Уктусе,"religion,churches,interesting_places,eastern_orthodox_churches",Екатеринбург,way/128158539,Q3935233
data\EKB\Преображенская церковь на Уктусе_28.jpg,Преображенская церковь на Уктусе,"religion,churches,interesting_places,eastern_orthodox_churches",Екатеринбург,way/128158539,Q3935233
data\EKB\Преображенская церковь на Уктусе_29.jpg,Преображенская церковь на Уктусе,"religion,churches,interesting_places,eastern_orthodox_churches",Екатеринбург,way/128158539,Q3935233
data\EKB\Преображенская церковь на Уктусе_3.jpg,Преображенская церковь на Уктусе,"religion,churches,interesting_places,eastern_orthodox_churches",Екатеринбург,way/128158539,Q3935233
data\EKB\Преображенская церковь на Уктусе_30.jpg,Преображенская церковь на Уктусе,"religion,churches,interesting_places,eastern_orthodox_churches",Екатеринбург,way/128158539,Q3935233
